book_id,authors,publication_year,title,average_rating,ratings_count
3961,Jenny Offill,2014.0,Dept. of Speculation,3.72,20253
3962,Susan Meissner,2015.0,Secrets of a Charmed Life,4.17,21375
3963,Pat Conroy,1976.0,The Great Santini,4.13,22921
3964,Dalton Trumbo,1939.0,Johnny Got His Gun,4.16,24871
3965,Michael Connelly,1999.0,Angels Flight,4.13,25469
3966,Frank McCourt,2005.0,Teacher Man,3.73,23736
3967,Ellen Schreiber,2008.0,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),4.12,25698
3968,Eoin Colfer,2012.0,The Last Guardian,4.15,34459
3969,"Pierre Boulle, Xan Fielding",1963.0,La planète des singes,3.91,22742
3970,Rachel Caine,2010.0,Ghost Town,4.27,31362
3971,Belva Plain,1978.0,Evergreen,3.98,23790
3972,"Henry T. Blackaby, Claude V. King, Richard Blackaby",1976.0,Experiencing God : Knowing and Doing His Will - Workbook,4.32,21778
3973,James Dickey,1970.0,Deliverance,3.86,24522
3974,Anne McCaffrey,1977.0,Dragonsinger,4.26,31874
3975,Cynthia Hand,2013.0,Boundless,4.15,36433
3976,John Grisham,2016.0,The Whistler,3.87,34797
3977,"Katsura Hoshino, Mayumi Kobayashi",2004.0,"D.Gray-man, Volume 1",4.21,23910
3978,Isaac Asimov,1983.0,The Robots of Dawn,4.13,26075
3979,"Ian Caldwell, Dustin Thomason",2004.0,The Rule of Four,3.22,22724
3980,Jessica Sorensen,2013.0,The Redemption of Callie & Kayden,4.11,38452
3981,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",2013.0,,4.29,19675
3982,Michael Connelly,2005.0,The Closers,4.08,24688
3983,Erin Hunter,2003.0,Fire and Ice,4.36,30745
3984,Gena Showalter,2009.0,The Darkest Whisper,4.33,35144
3985,Rob Sheffield,2007.0,"Love Is a Mix Tape: Life and Loss, One Song at a Time",3.83,21971
3986,"Legs McNeil, Gillian McCain",1996.0,Please Kill Me: The Uncensored Oral History of Punk,4.16,20652
3987,Marybeth Mayhew Whalen,2016.0,,3.83,20868
3988,Arnold Lobel,1976.0,Frog and Toad All Year,4.34,28930
3989,R.A. Salvatore,1998.0,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)",4.33,20722
3990,Laurell K. Hamilton,2007.0,"The Harlequin (Anita Blake, Vampire Hunter, #15)",3.9,35620
3991,Sarah Weeks,2004.0,So B. It,4.1,26658
3992,Margaret Peterson Haddix,2008.0,Found,3.97,30807
3993,Emily Giffin,2016.0,,3.6,22055
3994,Jim Carroll,1978.0,The Basketball Diaries 1963-1966,3.98,23739
3995,Frank Miller,1996.0,Sin City: That Yellow Bastard,4.22,22932
3996,Andrzej Sapkowski,1994.0,Krew elfów,4.23,11981
3997,Rebecca Wells,1992.0,Little Altars Everywhere,3.55,25045
3998,Marian Keyes,2002.0,Angels,3.73,25680
3999,Brandon Mull,2011.0,A World Without Heroes,4.07,27160
4000,John Flanagan,2008.0,The Kings of Clonmel,4.29,30299
4001,Joe Hill,2016.0,The Fireman,3.92,17052
4002,Pittacus Lore,2014.0,The Revenge of Seven,4.28,26075
4003,Lew Wallace,1880.0,Ben-Hur: A Tale of the Christ,4.02,25280
4004,"George Orwell, Lionel Trilling",1938.0,Homage to Catalonia,4.14,22227
4005,Lolly Winston,2004.0,Good Grief,3.72,24273
4006,"George R.R. Martin, Gary Gianni",2013.0,A Knight of the Seven Kingdoms,4.19,20009
4007,Melissa de la Cruz,2010.0,Misguided Angel,3.93,33454
4008,Madeline Sheehan,2012.0,Undeniable,4.08,38501
4009,Candace Bushnell,2000.0,Four Blondes,2.8,22278
4010,Pam Adams,1973.0,There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes),4.2,26360
4011,Robert Bryndza,2016.0,The Girl In The Ice,3.95,33739
4012,"Joss Whedon, Georges Jeanty",2007.0,The Long Way Home,3.96,26561
4013,Anthony Bourdain,2010.0,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,3.73,21973
4014,L.M. Montgomery,1923.0,Emily of New Moon,4.09,33317
4015,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925.0,Собачье сердце,4.14,20086
4016,John Gardner,1970.0,Grendel,3.69,25787
4017,Bernard Cornwell,2005.0,The Pale Rider,4.27,21686
4018,James Gleick,1987.0,Chaos: Making a New Science,3.98,21703
4019,"Kurt Busiek, Alex Ross",1993.0,Marvels,4.21,21636
4020,Dave Eggers,2012.0,A Hologram for the King,3.29,20094
4021,"Jay Asher, Carolyn Mackler",2011.0,The Future of Us,3.58,32986
4022,James Patterson,2008.0,Cross Country,3.83,26068
4023,Kristen Ashley,2008.0,Rock Chick,4.2,41292
4024,Suzanne Young,2013.0,The Program,4.07,30517
4025,Michael Connelly,2002.0,City of Bones,4.04,25096
4026,Peter F. Hamilton,2005.0,Judas Unchained,4.3,20850
4027,Alexander McCall Smith,2001.0,Morality for Beautiful Girls,3.97,29574
4028,Jennifer Echols,2009.0,Going Too Far,3.93,35071
4029,Philipp Meyer,2012.0,The Son,3.98,19821
4030,Sherrilyn Kenyon,2007.0,The Dream Hunter,4.06,34888
4031,"Christopher Moore, Oliver Wyman",1997.0,Island of the Sequined Love Nun,3.78,25166
4032,Bryn Greenwood,2016.0,All the Ugly and Wonderful Things,4.12,30089
4033,Sarah Dessen,2013.0,The Moon and More,3.63,29896
4034,Robert A. Heinlein,1973.0,Time Enough for Love,3.96,25603
4035,"Ina Garten, Melanie Acevedo",1999.0,The Barefoot Contessa Cookbook,4.21,22497
4036,"Kathy Reichs, Brendan Reichs",2010.0,Virals,3.94,30226
4037,"Laura Schroff, Alex Tresniowski, Valerie Salembier",2010.0,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",4.0,22781
4038,"P.C. Cast, Kristin Cast",2007.0,,4.37,22276
4039,Rhoda Janzen,2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,3.17,23096
4040,David Baldacci,1998.0,The Simple Truth,4.03,23615
4041,Justin Cronin,2016.0,The City of Mirrors,4.2,16352
4042,Beverly Cleary,1984.0,Ramona Forever,4.05,26685
4043,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992.0,Anne Frank: Beyond the Diary - A Photographic Remembrance,4.25,22725
4044,Jacqueline Carey,2002.0,Kushiel's Chosen,4.31,28621
4045,Chetan Bhagat,2014.0,Half Girlfriend,3.16,22082
4046,Gary Larson,1984.0,The Far Side Gallery 3,4.45,24199
4047,Octavia E. Butler,1993.0,"Parable of the Sower (Earthseed, #1)",4.14,25577
4048,"James Patterson, Maxine Paetro",2012.0,11th hour,4.02,22697
4049,"Orson Scott Card, Aaron Johnston",2012.0,"Earth Unaware (The First Formic War, #1) ",3.91,27961
4050,Pema Chödrön,1996.0,When Things Fall Apart: Heart Advice for Difficult Times,4.29,20761
4051,Daisy Goodwin,2010.0,My Last Duchess,3.41,23992
4052,V.C. Andrews,1984.0,Seeds of Yesterday,3.81,27307
4053,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",1948.0,Three Little Pigs (Little Golden Book),4.19,25466
4054,Andy Goldsworthy,1990.0,Andy Goldsworthy: A Collaboration with Nature,3.95,20745
4055,Denis Johnson,1992.0,Jesus' Son: Stories,4.15,20120
4056,Vince Flynn,2012.0,The Last Man,4.34,21240
4057,Amy Tan,2005.0,Saving Fish from Drowning: A Novel,3.41,24579
4058,Lisa Genova,2012.0,Love Anthony,3.94,22838
4059,Seth Godin,2003.0,Purple Cow: Transform Your Business by Being Remarkable,3.78,25230
4060,Rick Yancey,2016.0,The Last Star,3.64,30324
4061,"Bryan Lee O'Malley, Steve Buccellato",2007.0,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",4.32,27532
4062,Leon Uris,1970.0,QB VII,4.17,24396
4063,Jim Butcher,2015.0,The Aeronaut's Windlass ,4.18,20845
4064,"Alan Moore, Eddie Campbell, Pete Mullins",1999.0,From Hell,4.16,23971
4065,Nora Roberts,2005.0,Black Rose,4.03,29058
4066,Lisa Gardner,1997.0,The Perfect Husband,4.01,26578
4067,Katherine Neville,1988.0,The Eight,3.92,22928
4068,Jean Webster,1912.0,Daddy-Long-Legs       ,4.09,20889
4069,Edith Pattou,2003.0,East,4.14,30596
4070,Anne McCaffrey,1971.0,Dragonquest,4.09,31971
4071,"Sigmund Freud, James Strachey, Peter Gay",1930.0,Das Unbehagen in der Kultur,3.76,21447
4072,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,3.96,17971
4073,J. Kenner,2013.0,Complete Me,4.23,32212
4074,Robin Hobb,2014.0,Fool's Assassin,4.35,15601
4075,"Joss Whedon, John Cassaday",2004.0,"Astonishing X-Men, Volume 1: Gifted",4.17,22373
4076,Melissa Marr,2009.0,Fragile Eternity,3.83,37303
4077,Kristen Ashley,2011.0,The Gamble,4.29,42242
4078,Clive Barker,1989.0,The Great and Secret Show,4.05,23328
4079,Bill Bryson,1990.0,The Mother Tongue: English and How It Got That Way,3.95,24133
4080,Eric    Weiner,2008.0,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,3.83,23023
4081,Tom Wolfe,2004.0,,3.4,19293
4082,Elle Kennedy,2015.0,The Mistake,4.15,37148
4083,Susan Elizabeth Phillips,2005.0,Match Me If You Can,4.13,33805
4084,Nora Roberts,2001.0,"Heaven and Earth (Three Sisters Island, #2)",4.13,28103
4085,Dean Koontz,1989.0,The Bad Place,3.86,26848
4086,Tracy Brogan,2012.0,Crazy Little Thing,3.8,23854
4087,Meg Cabot,2005.0,Avalon High,3.8,37402
4088,Stephenie Meyer,2011.0,The Twilight Saga: The Official Guide,4.23,24065
4089,Kristin Hannah,2001.0,Summer Island,3.97,22598
4090,Richard J. Foster,1978.0,Celebration of Discipline: The Path to Spiritual Growth,4.18,23026
4091,Muriel Spark,1961.0,The Prime of Miss Jean Brodie ,3.76,26538
4092,Megan McCafferty,2001.0,"Sloppy Firsts (Jessica Darling, #1)",3.94,31757
4093,Matthew Quick,2013.0,"Forgive Me, Leonard Peacock",3.93,27647
4094,Richard Peck,1998.0,A Long Way From Chicago,3.92,27642
4095,James Patterson,1980.0,Virgin,3.87,25426
4096,Ben Mezrich,2002.0,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,3.87,16455
4097,"Mariko Tamaki, Jillian Tamaki",2014.0,This One Summer,3.67,29592
4098,Jennifer Weiner,2012.0,The Next Best Thing,3.46,24098
4099,Nikki Sixx,2005.0,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,4.12,20531
4100,Paul Harding,2008.0,Tinkers,3.37,21665
4101,Terry Brooks,1991.0,The Druid of Shannara,4.0,24815
4102,Penelope Ward,2014.0,Stepbrother Dearest,4.14,34347
4103,Alan Lightman,1992.0,Einstein's Dreams,4.08,21241
4104,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872.0,Бесы,4.26,20615
4105,Sherrilyn Kenyon,2004.0,Seize the Night,4.36,29053
4106,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",1864.0,,4.15,15297
4107,"Andrew Williamson, Andrew Williamson",2010.0,,4.55,22847
4108,"Isabel Allende, Margaret Sayers Peden",2000.0,Retrato en sepia,3.93,21649
4109,Amy Harmon,2013.0,Making Faces,4.36,25941
4110,Vikas Swarup,2005.0,Q & A: Slumdog Millionaire,3.98,13986
4111,Tana French,2016.0,,3.98,18805
4112,Donald J. Sobol,1963.0,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",4.03,30283
4113,C.J. Sansom,2003.0,Dissolution,4.08,22863
4114,Lisi Harrison,2004.0,"The Clique (The Clique, #1)",3.6,27783
4115,Elizabeth Kolbert,2014.0,The Sixth Extinction: An Unnatural History,4.09,21113
4116,Ben Fountain,2012.0,Billy Lynn's Long Halftime Walk,3.81,20778
4117,Daniel H. Pink,2004.0,A Whole New Mind: Why Right-Brainers Will Rule the Future,3.95,20852
4118,Lian Hearn,2002.0,Across the Nightingale Floor ,4.06,23597
4119,"Stephen Hawking, Leonard Mlodinow",2005.0,A Briefer History of Time,4.19,19838
4120,Richard Dawkins,1986.0,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,4.08,21141
4121,Nora Roberts,2002.0,"Face the Fire (Three Sisters Island, #3)",4.15,27206
4122,Ronald H. Balson,2010.0,Once We Were Brothers,4.28,13856
4123,"Emily Bleeker, Dan John Miller",2016.0,When I'm Gone,3.94,33348
4124,Dean Koontz,2004.0,Life Expectancy,3.98,24584
4125,Cinda Williams Chima,2008.0,The Dragon Heir,4.14,28845
4126,Ellen Hopkins,2010.0,"Fallout (Crank, #3)",4.29,25592
4127,Patricia Cornwell,1999.0,Black Notice,3.85,27472
4128,Emma Donoghue,2016.0,The Wonder,3.65,26981
4129,Alison Weir,2006.0, Innocent Traitor,3.94,24976
4130,John Irving,2001.0,The Fourth Hand,3.3,23277
4131,Dennis Lehane,1998.0,"Gone, Baby, Gone",4.14,23899
4132,Darren Shan,2000.0,"Tunnels of Blood (Cirque du Freak, #3) ",4.14,26287
4133,Kristin Hannah,1999.0,On Mystic Lake,3.95,23050
4134,Iris Johansen,1999.0,The Killing Game,4.18,24790
4135,Michelle Hodkin,2014.0,The Retribution of Mara Dyer,4.14,35910
4136,Rachael Ray,2005.0,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),3.68,21573
4137,Augusten Burroughs,2008.0,A Wolf at the Table,3.7,22175
4138,Orson Scott Card,1987.0,Alvin Maker: Seventh Son,3.86,26621
4139,Michael Chabon,1988.0,The Mysteries of Pittsburgh,3.63,19778
4140,James L. Swanson,2006.0,Manhunt: The 12-Day Chase for Lincoln's Killer,4.12,21927
4141,Cecelia Ahern,2009.0,The Book of Tomorrow,3.66,24885
4142,Ally Carter,2011.0,Uncommon Criminals,4.15,35104
4143,Kasie West,2014.0,On the Fence,4.04,30934
4144,Mark  Edwards,2015.0,Follow You Home,3.86,15871
4145,Jerry Spinelli,2007.0,"Love, Stargirl",3.8,30515
4146,Michelle Moran,2007.0,Nefertiti,4.07,24959
4147,David McRaney,2011.0,‎You Are Not So Smart‎,3.85,20583
4148,Sara Donati,1998.0,Into the Wilderness,4.1,25293
4149,"Aeschylus, Robert Fagles, William Bedell Stanford",-458.0,Ὀρέστεια,3.99,24588
4150,Louise Penny,2013.0,How the Light Gets In,4.41,24325
4151,John Piper,2003.0,Don't Waste Your Life,4.11,20095
4152,Ildefonso Falcones,2006.0,La catedral del mar,4.05,18906
4153,Alison Weir,1996.0,The Life of Elizabeth I,4.05,23628
4154,The Church of Jesus Christ of Latter-day Saints,1950.0,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price",4.36,21692
4155,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010.0,Earth: A Visitor's Guide to the Human Race ,3.91,23240
4156,Rachel Vincent,2009.0,My Soul to Take,3.88,35680
4157,Neale Donald Walsch,1996.0,Conversations With God. An Uncommon Dialogue. Book 2,4.1,19444
4158,Brodi Ashton,2012.0,Everneath,3.76,36153
4159,Janet Evanovich,2009.0,Plum Spooky,3.77,32890
4160,Paulo Coelho,1997.0,Manual do guerreiro da luz,3.69,19063
4161,G. Norman Lippert,2007.0,James Potter and the Hall of Elders' Crossing ,3.78,21310
4162,Jon Krakauer,2008.0,Where Men Win Glory: The Odyssey of Pat Tillman,4.03,21302
4163,"Brother Andrew, Elizabeth Sherrill, John Sherrill",1964.0,God's Smuggler,4.32,22970
4164,J. Courtney Sullivan,2011.0,Maine,3.34,23979
4165,Kasie West,2015.0,Fill-in boyfrined,3.92,31656
4166,Meg Rosoff,2004.0,How I Live Now,3.58,28896
4167,Garth Nix,2003.0,Mister Monday,3.77,28430
4168,Heather Gudenkauf,2011.0,These things hidden,3.85,27030
4169,"Dawn J. Ranck, Phyllis Pellman Good",2000.0,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,3.85,22697
4170,"Lili St. Crow, Lilith Saintcrow",2009.0,Strange Angels,3.78,35169
4171,"Malika Oufkir, Michèle Fitoussi",1999.0,La Prisonnière,4.08,16134
4172,Nora Roberts,2009.0,Black Hills,4.08,26676
4173,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006.0,Civil War: A Marvel Comics Event,4.05,23851
4174,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000.0,The Vow: The Kim and Krickitt Carpenter Story,3.77,16705
4175,Robert A. Heinlein,1951.0,The Puppet Masters,3.86,24641
4176,Megan Miranda,2016.0,All the Missing Girls,3.79,36522
4177,Mercer Mayer,1983.0,Just Go to Bed,4.22,24452
4178,Maria Semple,2016.0,,3.19,26774
4179,"CLAMP, William Flanagan",2003.0,xxxHOLiC #1,4.17,23323
4180,"Harry Allard, James  Marshall",1982.0,Miss Nelson Is Back,4.33,26289
4181,Kim Stanley Robinson,1994.0,Green Mars,3.91,24627
4182,Tad Williams,1993.0,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",4.16,25997
4183,"Oscar Wilde, Inga Moore",1887.0,The Canterville Ghost,3.89,22152
4184,"Bryan Lee O'Malley, Nathan Fairbairn",2014.0,Seconds: A Graphic Novel,4.07,20595
4185,Tijan,2012.0,Fallen Crest High,4.13,37150
4186,Jenő Barcsay,1953.0,Művészeti Anatómia,3.97,21640
4187,John Saul,1977.0,Suffer the Children,3.9,24533
4188,Karen Cushman,1994.0,"Catherine, Called Birdy",3.7,31185
4189,Jean Sasson,1992.0,Princess: A True Story of Life Behind the Veil in Saudi Arabia ,4.0,20019
4190,Terry Brooks,1986.0,Magic Kingdom for Sale—Sold!,3.86,26995
4191,"Joseph Murphy, Ian McMahan",1962.0,The Power of Your Subconscious Mind,4.12,16951
4192,Anne Rice,2001.0,Blood and Gold: The Vampire Marius,3.88,25780
4193,Rae Carson,2012.0,The Crown of Embers,4.2,32885
4194,Tamora Pierce,2000.0,Page ,4.22,33405
4195,Kiera Cass,2014.0,The Guard,3.75,32401
4196,"Esther Forbes, Lynd Ward",1943.0,Johnny Tremain,3.62,30157
4197,"Ernesto Che Guevara, Aleida Guevara March",1993.0,Diarios de motocicleta: notas de viaje por América Latina,3.79,18964
4198,Kristen Proby,2012.0,,4.25,39673
4199,Ted Dekker,2003.0,Black 1. The Birth of Evil,4.21,23496
4200,N.K. Jemisin,2010.0,The Hundred Thousand Kingdoms,3.8,28989
4201,Peggy Rathmann,1995.0,Officer Buckle & Gloria (Hardcover),4.16,24578
4202,"Roberto Bolaño, Natasha Wimmer",1998.0,Los detectives salvajes,4.09,17946
4203,Gena Showalter,2012.0,Alice in Zombieland,4.05,30537
4204,Aprilynne Pike,2009.0,Spells,3.99,34331
4205,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941.0,Schachnovelle,4.28,16716
4206,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994.0,The Lion King (Little Golden Book),4.46,23098
4207,Gordon Korman,2011.0,The Medusa Plot,4.07,24489
4208,Jeanne Birdsall,2005.0,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",4.12,32251
4209,Nelson DeMille,2010.0,The Lion,4.22,21564
4210,Karen Marie Moning,2001.0,Kiss of the Highlander,4.31,32793
4211,Sally Bedell Smith,2012.0,Elizabeth The Queen: The Life Of A Modern Monarch,3.85,20063
4212,"Jo Nesbø, Charlotte Barslund",2014.0,Sønnen,4.07,19393
4213,"John Layman, Rob Guillory",2009.0,Taster's Choice,4.0,27570
4214,Linda Sue Park,2001.0,A Single Shard,3.87,27345
4215,"Margaret Weis, Tracy Hickman",1986.0,Time of the Twins,4.13,24671
4216,Christopher Moore,2012.0,Sacré Bleu: A Comedy d'Art,3.77,22559
4217,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972.0,Пикник на обочине,4.21,17689
4218,Meg Cabot,2008.0,Queen of Babble Gets Hitched,3.82,28734
4219,Elizabeth Gaskell,1853.0,Cranford,3.85,25805
4220,Don DeLillo,1997.0,Underworld,3.92,19152
4221,"Jack Kerouac, Aram Saroyan",1962.0,Big Sur,3.86,21875
4222,P.G. Wodehouse,1919.0,My Man Jeeves,4.13,23020
4223,Melissa Marr,2010.0,Radiant Shadows,3.97,33385
4224,Kristen Ashley,2012.0,Motorcycle Man,4.43,41818
4225,Amanda Palmer,2014.0,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",3.97,20075
4226,Veronica Rossi,2014.0,Into the Still Blue,4.17,33983
4227,Ann Brashares,2007.0,The Last Summer (of You and Me),3.58,26094
4228,"Garth Ennis, Steve Dillon",1997.0,Preacher Vol. 2: Until the End of the World,4.28,24086
4229,"Chris   Smith, Christopher Lee, Richard Taylor",,The Lord of the Rings: Weapons and Warfare,4.53,18788
4230,D.J. MacHale,2003.0,The Lost City of Faar,4.16,25401
4231,Elizabeth  George,1988.0,A Great Deliverance,4.06,28027
4232,"Arturo Pérez-Reverte, Sonia Soto",1993.0,El club Dumas,3.82,24090
4233,Shannon Hale,2004.0,Enna Burning,3.97,31710
4234,Meg Cabot,2005.0,Twilight,4.26,32489
4235,أحمد مراد,2014.0,1919,3.65,17330
4236,"Beverly Cleary, Paul O. Zelinsky",1983.0,Dear Mr. Henshaw,3.7,28979
4237,Ann Patchett,1997.0,,3.64,21507
4238,Douglas Coupland,1991.0,Generation X: Tales for an Accelerated Culture,3.73,20030
4239,Viet Thanh Nguyen,2015.0,The Sympathizer,4.0,20972
4240,Agatha Christie,1941.0,Evil Under the Sun,3.94,28776
4241,Joanna Wylde,2013.0,Reaper's Property,4.13,38499
4242,"Mary O'Hara, Dave Blossom",1941.0,"My Friend Flicka (Flicka, #1)",4.15,25180
4243,"Philippa Gregory, Mirjana Valent",2012.0,The Kingmaker's Daughter,3.95,24258
4244,"Henrik Ibsen, William Archer",1890.0,Hedda Gabler,3.79,24567
4245,Walt Disney Company,1940.0,Dumbo (Little Golden Book),4.29,23338
4246,Erika Johansen,2015.0,The Invasion of the Tearling,4.15,24341
4247,"Jo Nesbø, Don Bartlett",2011.0,Gjenferd,4.11,19526
4248,"P.C. Cast, Kristin Cast",,,4.43,20578
4249,Cecelia Ahern,2006.0,A Place Called Here,3.66,22074
4250,W. Somerset Maugham,1925.0,The Painted Veil,3.9,24113
4251,Anne Rice,2002.0,Blackwood Farm,3.85,24567
4252,Caroline Myss,1996.0,Anatomy of the Spirit: The Seven Stages of Power and Healing,4.12,20720
4253,Alexander McCall Smith,2002.0,The Kalahari Typing School for Men,3.99,26837
4254,Beatriz Williams,2013.0,A Hundred Summers,3.9,22006
4255,Sabaa Tahir,2016.0,A Torch Against the Night,4.34,30535
4256,Gary D. Schmidt,2007.0,The Wednesday Wars,4.06,26847
4257,R.A. Salvatore,1992.0,The Legacy,4.18,20882
4258,Judy Schachner,2003.0,Skippyjon Jones,4.25,26421
4259,Nora Roberts,2011.0,Chasing Fire,4.09,26687
4260,Brian Tracy,2001.0,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,3.84,18288
4261,Sandra Boynton,1982.0,"Moo, Baa, La La La!",4.19,26065
4262,Wallace D. Wattles,1910.0,The Science of Getting Rich,4.18,19433
4263,James Rollins,2008.0,The Last Oracle,4.15,23103
4264,"أحلام مستغانمي, Ahlam Mosteghanemi",1993.0,ذاكرة الجسد,3.87,17717
4265,A. Manette Ansay,1994.0,Vinegar Hill (P.S.),3.36,23966
4266,David Brin,1983.0,Startide Rising,4.04,24179
4267,Shelly Crane,2011.0,Significance,4.13,18579
4268,Robert   Harris,2003.0,Pompeii,3.79,22734
4269,David Baldacci,2015.0,The Guilty,4.12,12597
4270,Bertrand Russell,1945.0,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day,4.05,20895
4271,Lewis Carroll,1884.0,Complete Works of Lewis Carroll,4.34,23390
4272,Nigella Lawson,1998.0,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,4.0,22647
4273,"Thomas Malory, Keith Baines, Robert Graves",1485.0,Le Morte d'Arthur,3.92,25879
4274,Cupcake Brown,2006.0,A Piece of Cake: A Memoir,4.15,20083
4275,Lloyd Alexander,1967.0,Taran Wanderer,4.14,29544
4276,"Douglas Preston, Lincoln Child",2004.0,Brimstone,4.12,24949
4277,Kate Douglas Wiggin,1903.0,Rebecca of Sunnybrook Farm,3.85,27831
4278,Lisa Kleypas,2006.0,Devil in Winter ,4.26,38100
4279,Susan Beth Pfeffer,2008.0,The Dead and the Gone,3.84,28910
4280,Ted Dekker,2004.0,White,4.3,23201
4281,Gena Showalter,2010.0,"The Darkest Passion (Lords of the Underworld, #5)",4.37,32610
4282,Chuck Palahniuk,2009.0,Pygmy,2.96,21242
4283,Lauren Weisberger,2013.0,Revenge Wears Prada: The Devil Returns,2.84,19210
4284,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900.0,Рассказы и Повести,4.36,23027
4285,S.C. Gwynne,2010.0,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",4.13,19423
4286,John le Carré,1979.0,Smiley's People,4.24,22691
4287,"Karen Kingsbury, Gary Smalley",2002.0,Redemption,4.36,22101
4288,Jennifer Donnelly,2003.0,A Northern Light,3.83,29018
4289,"Tim LaHaye, Jerry B. Jenkins",1999.0,Apollyon: The Destroyer Is Unleashed,3.97,23202
4290,Dorothy L. Sayers,1923.0,Whose Body?,3.91,28214
4291,"Robert Sabuda, Lewis Carroll",2003.0,,4.33,21160
4292,Ross King,2003.0,Michelangelo and the Pope's Ceiling,3.82,20718
4293,Kelley Armstrong,2002.0,Stolen,4.16,34373
4294,David Baldacci,2004.0,Hour Game,3.94,23124
4295,Louise Penny,2007.0,The Cruelest Month,4.15,23121
4296,"Noel Streatfeild, Diane Goode",1936.0,Ballet Shoes,4.06,26211
4297,Harry Gregson-Williams,2006.0,"The Chronicles of Narnia: The Lion, the Witch and The Wardrobe (Sheet Music)",4.32,17866
4298,"Ayn Rand, Leonard Peikoff",1936.0,We the Living,3.89,20994
4299,Marie Rutkoski,2015.0,The Winner's Crime,4.17,31721
4300,Carolyn Brown,2011.0,,3.9,25204
4301,E.E. Cummings,1954.0,100 Selected Poems by e. e. Cummings,4.32,22346
4302,Jen Lancaster,2008.0,"Such a Pretty Fat: One Narcissist's Quest to Discover if Her Life Makes Her Ass Look Big, or Why Pie is Not the Answer",4.06,24631
4303,Erin Hunter,2003.0,Forest of Secrets,4.4,28913
4304,Sarah Waters,2009.0,The Little Stranger,3.51,21077
4305,Patricia Briggs,2014.0,Night Broken,4.42,31278
4306,Sara Raasch,2014.0,Snow Like Ashes,3.98,34993
4307,Matthew  Thomas,2014.0,We Are Not Ourselves,3.7,18488
4308,Nora Roberts,2005.0,Red Lily,4.07,29200
4309,Mary Pipher,1994.0,Reviving Ophelia: Saving the Selves of Adolescent Girls,3.86,22687
4310,Bernard Cornwell,2006.0,The Lords of the North,4.32,20296
4311,Margaret Peterson Haddix,1999.0,Just Ella,3.75,27884
